text,sentiment
@mslibbyj hehe I meant why is @xiape complaining. He should love it! ,Positive
Having issues! ,Positive
hy good morning ,Positive
"I WANT MY HAIR TO BE NICE, I DONT WANT TO FAIL PHILOSOPHY AND I WANT NICE PEOPLEEE ",Negative
no. susan boyle should've won. this is wrong. DIVERSITY YOU SUCK. KISS MY SASS. susan should've won... ,Negative
doesnt feel good ,Negative
"shit, rainyseason is here, and im friggin scared of thunder. guess i wont be able to sleep tonight ",Negative
I'm never gonna see Darren again  I got a hug though(:,Negative
im back!!. sorry been so busy  ahhh this is goner be a BUSSSYSYYYY WEEEK. =l  my life gets hecktic starting from NOW.,Negative
"@bluemistanime Ahaha, I just fixed my DS lite today too! ",Positive
http://twitpic.com/6qjv5 - mah sexy new amp! ,Positive
"@LilShawty40 haha not this season, but hopefully by next year it'll be the first official TV season! ",Positive
My workplace gets so much better when good weather strikes.  http://tinyurl.com/cp7n6w,Positive
@hapagal they look really good with black pants ,Positive
@vacant_heart It's your fault!  tired of it before I started though .. mostly ,Positive
#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,Negative
My dumb parents wont let me use the car  bahaha,Negative
@biffgriff haha pasta and ketchup is wrong! Im going to my favourite asian restaurant  cant wait,Positive
yes both wasps and the people on trisha are scary ,Positive
marcmalkin from E!I hear robert pattinson is not going to be on red carpet 2day.   (X17Live live &gt; http://ustre.am/39qb),Negative
@henryshoots your bride? ,Positive
I'm officially getting sick - no!!! Laying in my bed ,Negative
"Whatever happened to my lazy sundays? oh right i am spending them falling a sleep at this desk  i want a nap now, thanks.",Negative
Thank you God. This weekend is starting off amazing. Got the day off ,Positive
I'm already annoyed. My Friday is ruined. ,Negative
is so glad the graduation party is over and went well! Going to bed then off to see my cousin off to prom ,Positive
eating fruity pebbles  YUMMY,Positive
@stefichiu i love that song ,Positive
"My friend was hit by an ied in iraq... He's fine, but it feels like we are drifting ",Negative
"@rawkinalien0917 i smell 'selos'. hihi  kidding. Uh, tsokay i guess. ;;) Pero diba.. FAITHFUL .. LOYAL.. )",Positive
@jesamine nearly home time now ,Positive
Waiting for Samuel to come getme ,Positive
@obsalah wishing u the same.. Hope u r getting ready for tmw's trip ,Positive
@drubeered you made twitter so you can escape from facebook land ) nice try dru. hope it works. ,Positive
"Dude. Contacts. They hurt like a bitchface when you put one in inside out. My eye is stinging now, even though the contact is in properly ",Negative
"@tovias No, I don't mind. But send me a link too, okay? I'll write something up on my blog too and link back. ",Positive
@marjorayy but you've been my girlfriend for 4 years so hah! i win ,Positive
Saw a cat with no eyes at petcetra ,Negative
@wendytime great minds......  ,Positive
"Best Party ever,Wont remember it ",Positive
http://twitpic.com/6oe1r - we still need a group pic with Courtenay  still a nice pic though ,Negative
I have a cold ,Negative
@AlexAllTimeLow is the new mag. Out? And love the new songs its gunna be huge but no offense hello brooklyn is. &quot; ok&quot; could be better ,Negative
Looks like im going to somones house today ,Negative
I'm watching The Hicter now with my mom. Well she is my movie-watch partner nowadays! And so.. she isn't too bad ,Positive
@bmichalk turns out he was acting asleep... That little tricker! ,Positive
I'm so tired ,Negative
follo0w the beards  @30secondstomars,Positive
Doesn't want to be home alone  wtf,Negative
@warzabidul and @TJCS63 thanks for your kind wishes.. Yesterday was fun..Hopefully the enjoyable weather is here stay.. ,Positive
it's pretty cold here  the thermometer touches just 2 degrees in the morning... ,Negative
"Trying to wake up - it's been a long, long evening here again. ",Negative
@meganclarehaber http://twitpic.com/6qy9o - you look great ,Positive
It's time for #CoolorTool! Lego Rock Band - Tool.. DJ Hero - Tool.. Guitar Hero 5 - Tool.. The Beatles Rock Band - Cool. A horrible ratio ,Negative
work is really starting to depress me ,Negative
 good to hear from you,Positive
my teeff hurt ,Negative
"@cameronfrye 'Those who can't do, teach' kinda thing? Nah. Now you're being crazy ",Positive
"At home in Ulladulla, Lying on the lounge watching tv ",Positive
can't wait for the MTV Movie Awards!! it's hosted by my boyfriend!! hahaha ,Positive
bacc to the money` zt work til 2pm ,Positive
Ahh flight delayed til 320 ,Negative
my nose has swollen really badly ,Negative
@cmogle No Kindle. But I did return with more *real* books than I left with... ,Positive
craziness.... ,Positive
"Tonight my wife fixed Mexican and WOW - her cooking is divine! No, she's not on twitter, so I'm NOT kissing up ",Positive
Goodnight  â« http://blip.fm/~7s7ha,Positive
@yoadrian29 neither...i'm an M.D...i was getting my training there! ,Positive
"@crystalleanne unfortunately i have to work, 1-close.  makes me so sad! but i may be in on some post-bfd festivities back in the east bay",Negative
Lunchtimeâ¦ Sandwich here I come. ,Positive
Still prefers Facebook... even tho it's becoming more of a Gaming site.  ,Negative
Dallas at 10:40AM to have blood drawn at the transplant institute and then have a native kidney sonogram done.   ,Negative
@TamsynTweetie hope hospital went okay (after the meals on wheels knock) ,Positive
@eziemac you're gonna love it ,Positive
@SammieSparrow lol odds on ill probably lose this along with my bloody phone ,Negative
@skillzva awwwwwwwwww..... you are not!! Im on my way!! ,Positive
It Is What It Is...and It Aint What It Aint! ,Positive
has too many bug bites ,Negative
@SoulafiedCHEF LOL well u had a clue I was trying to move. But it became official this morning. I'm pretty stoked for this new level. ,Positive
 that's all I got to say!,Positive
the departed wasnt as good as i thought it would be ... its cool life goes on and im goin to sleep .... nite nite ,Positive
"crap, forgot my password I made for the new forum I'm working on... ",Negative
@TrinaWright   ,Positive
@brimoni I'm ok. Damadge to my car is rediculous  but it's just another hurdle to get over. I'll be there tom. Thanx.,Negative
"@mike9r Hey, how's the Beak development going?  Love the app, but the crashes are getting to be a bit much.  Looking forward to new ver! ",Positive
I miss my little M! ,Negative
Drinkin. call 7176820308 ,Positive
ready for some hacking on my smugmug ruby api. I still haven't decided how I want my galleries to be sorted tho. ,Negative
@AstroHealer thank you! I will use this link in my research ,Positive
Boys Like Girls - Thunder video is one of my all time favorite ; reminds me of good times with people I love &lt;3 i miss it ,Negative
"@dspecial1 Nah, I'm up now  brushing zee teeth and washin zee face lol. what time isit?",Positive
@xoAda me too! I can't sleep! ,Negative
"Hes not my, thats so obvious ",Negative
@Edostal I don't  but i can make some!!!! hahahah,Negative
"@The_Style_PA Maybelline's Colossal Volume is pretty good, its the fat yellow one ",Positive
JASON DOLLEY CUT HIS HAIR ?! ,Negative
"is in rabbit fur at work, wish I could work at my manager's office. She likes it warm, programmer likes it cool ",Negative
@Rannelee oh well usual crap.. u know how it is  LOL ... ,Positive
@iesha_irene awww I miss u guys wish I was there ,Negative
@its_dolly_cake goooood ,Positive
@TravisKaimi Zaru Soba is cold buckwheat noodles with this yummy dipping sauce  anddd a bento box is a Japanese lunch box. I love food ,Negative
"went and checked out the new woolies not as good as i thought it would be, bit dissapointed ",Negative
"@simasays Same with here. Customer service, products...the entire shopping experience has done downhill. ",Negative
First Song Up To 700 Plays Now Yoo.!! Feelin Pretti Gud Bout It  So Again Thanks To Erryone For All The Support.!,Positive
could not sleep all night long ,Negative
"well im dissapointed with the Kansas City Royals, why do they have to have errors and no runs... ",Negative
@YungPayne LOL WOW!!! That hurt Pooder! ,Negative
Headed to demotte  people are lucky I love them,Positive
"awww, damn. it's a re-run. old-old. ",Negative
"@SimplyStar nice, thanks for the reminder. ",Positive
in a &quot;squee&quot; mood ,Positive
Nevermind about getting to watch church ,Negative
Just had a firedrill - had to stand in Linns In Fields park for 10mins. Think it was a very worthwhile exercise ,Positive
@harrislacewell biden said that?? or your kidding? ,Positive
@KSwin_Images sushi? ewwww! just so no! lol. ,Positive
@friedbeans #followfriday ,Positive
minerva sentenced 8 years to jail....... ,Negative
"@DinoZombieRobot I know right? Amazing film. I am so glad someone else is late to watch these &quot;hits&quot; like me...  ahh the music, greatness!",Positive
i just burnt my tongue on my dinner. and i was sneaking a taste test. serves me right. alos... TEACHERS STRIKE TOMORROW! no school ,Positive
Just been enjoying this wonderful but rare weather we are having ,Positive
"@beepiratehooker Nu stiam ca ai vorbit romana  im not sure if thats correct, i only know it loosely ;D x",Positive
"@da_evil ok,u work im gonna check vampire's news ",Positive
@SatanzMantra very blunt and straight forward ,Positive
"@Mattdavelewis Awwwwwwww, i'm watchin Ghost on channel 4   +1, u just spoiled the end ",Negative
Busog.. Thanks McDo ,Positive
@RiskyBusinessMB Michael you are the only one that hasnt replied to me  the SD accoustic show was awesome wish I coulda been there,Negative
stuck in a house with some crazy girls ,Positive
we didn't end up going.      going 2 brittannie's house soon.,Negative
#JONANDKATE RUSH THE SEPERATION WITHOUT THINKING ABOUT THE KIDS OR GOING FOR HELP (THERAPY) IM SAD 4 THE KIDS..I REALLY AM ,Negative
"Grrrrrr. Power is out. Laptop is charged, but wireless network not working.   pls energex get power on soon.",Negative
washing the car has been accomplished yayy ,Positive
@mynamebemichael i shouldve stayed cause now i cant fall asleep ,Negative
@pindec you need to follow me so I can reply ,Positive
badtrip nmn ung HCG  can comeone please tell me the lock code?,Negative
Lost power at work. Woo! Lol hanging out and socializing cause there's nothing else we can do ,Positive
"@aschernathan I love Phoenix. Faves are Funky Squaredance, Too Young and If I Ever Feel Better. Excellent choice ",Positive
.insomniac.fuck ihatethis.gf come home ,Negative
@Jen_Bunni Next Saturday Will Be Better . . . You'll Be With Me All Day  . Me &amp;&amp; My Whit Shuttin Shit Down ! =P,Positive
Ugh can't sleep. Wishing I was still in Norman ,Negative
